PDB_ID,peptide_chain_ID,peptide_length,number_of_atoms_in_peptide,protein_chain_ID,number_of_atoms_in_protein,number_of_atom_contacts_between_peptide_and_protein,unknown,noncanonical_peptide,resolution,molecular_type
2i6o,B,5,46,A,1277,22,0,1,1.9,prot
2iae,M,7,71,C,2430,58,0,1,3.5,prot
2iah,I,8,68,A,5905,53,0,1,2.73,prot
2iam,P,15,104,A,1473,78,0,0,2.8,prot
2ian,C,15,103,A,1464,73,0,0,2.8,prot
2icw,C,13,106,A,1474,81,0,0,2.41,prot
2id4,C,6,44,A,3700,42,1,1,1.9,prot
2ie3,I,7,71,C,2322,56,1,1,2.8,prot
2ifr,B,9,71,A,1501,71,0,1,1.95,prot
2ifw,C,7,68,A,1511,68,0,1,2.3,prot
2ig0,B,2,21,A,952,16,0,1,1.7,prot
2igf,P,7,58,H,1672,52,0,0,2.8,prot
2iij,B,18,139,A,1257,92,0,0,-1,prot
2ipk,C,14,116,A,1473,100,0,1,2.3,prot
2isq,B,8,72,A,2359,52,0,0,2.8,prot
2itk,B,6,49,A,1155,42,0,1,1.45,prot
2iuh,B,8,73,A,945,65,0,1,2,prot
2iui,C,11,94,A,879,76,0,1,2.4,prot
2iv9,P,9,68,A,1868,47,0,0,1.9,prot
2ivz,E,15,109,A,2965,73,0,0,2,prot
2iwb,B,4,28,A,2065,20,0,0,1.8,prot
2ixp,F,6,43,C,2576,41,0,1,2.8,prot
2izq,A,16,136,B,136,130,0,1,0.8,prot
2izx,C,18,141,A,321,51,0,0,1.3,prot
2j30,B,6,36,A,1974,36,0,1,1.4,prot
2j31,B,6,36,A,1935,36,0,1,1.5,prot
2j32,B,6,36,A,1935,36,0,1,1.3,prot
2j33,B,6,36,A,1894,36,0,1,2,prot
2j6f,C,8,71,A,477,45,0,0,1.7,prot
2j6o,C,7,58,A,476,36,0,0,2.23,prot
2j7i,C,9,70,A,485,46,0,0,2.9,prot
2j7x,B,11,80,A,1771,42,0,0,2.1,prot
2j7y,B,9,64,A,1764,41,0,0,1.8,prot
2j8u,C,9,76,A,2243,67,0,0,2.88,prot
2j9a,D,4,39,A,3707,32,0,1,1.73,prot
2j9j,C,6,58,A,758,48,0,1,1.04,prot
2j9n,B,15,61,A,1629,23,0,0,1.5,prot
2jam,D,6,42,A,2213,36,0,0,1.7,prot
2jbu,C,10,51,A,7859,49,0,0,3,prot
2jcc,C,9,76,A,2238,69,0,0,2.5,prot
2jd5,C,5,38,B,2896,32,0,0,2.5,prot
2jdl,C,10,79,A,1914,63,0,0,2.2,prot
2jdo,C,10,79,A,2587,69,0,0,1.8,prot
2jdr,C,10,79,A,2605,71,0,0,2.3,prot
2je4,C,6,57,A,753,45,0,1,1.07,prot
2jet,A,12,85,B,946,57,0,0,2.2,prot
2jf9,P,13,106,A,1692,62,0,0,2.1,prot
2jfa,P,15,112,A,1728,51,0,0,2.55,prot
2jgb,B,16,141,A,1524,91,0,1,1.7,prot
2jgc,B,17,142,A,1410,84,0,0,2.4,prot
2jh0,H,10,94,D,2027,64,0,1,1.7,prot
2jh5,H,10,94,D,2022,57,0,1,2.5,prot
2jh6,H,10,94,D,2027,61,0,1,2.21,prot
2jk9,B,8,61,A,1598,42,0,0,1.79,prot
2jkg,P,8,56,A,1295,38,0,0,1.89,prot
2jkr,P,9,73,S,1200,52,0,1,2.98,prot
2jkt,P,9,73,S,1200,50,0,1,3.4,prot
2jld,E,8,38,A,2698,38,0,0,2.35,prot
2jma,B,11,75,A,502,58,0,1,-1,prot
2jmj,P,9,76,A,480,61,0,1,-1,prot
2jnw,B,11,79,A,931,39,0,0,-1,prot
2jo9,B,9,76,A,262,46,0,0,-1,prot
2joa,B,7,69,A,808,60,0,0,-1,prot
2jog,B,16,121,A,2663,83,0,0,-1,prot
2jq9,B,13,108,A,592,55,0,0,-1,prot
2jqi,B,10,82,A,1200,31,0,1,-1,prot
2jqk,B,14,113,A,586,44,0,0,-1,prot
2jql,B,10,86,A,1130,51,0,1,-1,prot
2jt9,A,5,38,B,161,33,0,0,-1,prot
2jt9,B,17,161,A,38,31,0,1,-1,prot
2jup,P,9,63,W,309,39,0,0,-1,prot
2jw1,B,19,151,A,906,101,0,1,-1,prot
2k00,B,15,129,A,741,77,0,0,-1,prot
2k0f,B,19,156,A,1121,135,0,0,-1,prot
2k17,P,13,98,A,597,51,0,1,-1,prot
2k1q,B,5,45,A,1219,44,0,1,-1,prot
2k20,B,11,91,A,778,64,0,0,-1,prot
2k2f,C,12,104,A,733,25,0,0,-1,prot
2k2r,B,10,76,A,1060,23,0,0,-1,prot
2k3w,B,12,92,A,605,56,0,0,-1,prot
2k6q,B,17,130,A,1001,76,0,0,-1,prot
2k7l,B,19,167,A,552,58,0,1,-1,prot
2ka9,B,9,67,A,1414,33,0,0,-1,prot
2kbm,X,12,104,A,733,54,0,0,-1,prot
2kbr,B,18,157,A,672,73,0,0,-1,prot
2kbs,B,8,64,A,678,44,0,0,-1,prot
2ke1,B,10,80,A,492,75,0,0,-1,prot
2kff,B,12,101,A,822,27,0,0,-1,prot
2kfg,B,12,101,A,822,27,0,0,-1,prot
2kfh,B,12,97,A,822,22,0,0,-1,prot
2kgi,B,9,75,A,397,63,0,1,-1,prot
2khh,B,9,66,A,471,47,0,0,-1,prot
2kib,A,7,51,E,51,44,0,0,-1,prot
2kid,C,5,37,A,1177,36,0,1,-1,prot
2knh,B,18,138,A,818,56,0,0,-1,prot
2koh,B,16,127,A,830,55,0,0,-1,prot
2kpl,B,11,96,A,975,77,0,0,-1,prot
2kpz,B,9,74,A,291,54,0,0,-1,prot
2kq0,B,9,70,A,299,46,0,0,-1,prot
2kqf,B,13,104,A,735,87,0,0,-1,prot
2krb,B,11,95,A,650,54,0,0,-1,prot
2krd,I,17,124,C,698,41,0,1,-1,prot
2ks9,B,11,95,A,2928,39,0,0,-1,prot
2ksa,B,11,95,A,2928,32,0,0,-1,prot
2ksb,B,11,95,A,2928,53,0,0,-1,prot
2ksp,B,15,131,A,822,46,0,0,-1,prot
2kup,B,19,165,A,1144,119,0,0,-1,prot
2kvj,A,10,169,B,169,69,0,1,-1,prot
2kvm,B,16,121,A,603,62,0,1,-1,prot
2kwf,B,19,141,A,729,70,0,0,-1,prot
2kwn,B,15,118,A,880,60,0,1,-1,prot
2kyl,B,13,110,A,735,88,0,0,-1,prot
2kym,B,16,115,A,969,78,0,0,-1,prot
2kzu,B,18,152,A,767,79,0,0,-1,prot
2l0i,B,9,69,A,1107,60,0,1,-1,prot
2l11,B,15,112,A,449,54,0,1,-1,prot
2l12,B,15,112,A,482,57,0,1,-1,prot
2l1b,B,15,106,A,482,66,0,1,-1,prot
2l3r,B,11,90,A,1323,83,0,1,-1,prot
2l4k,B,10,88,A,962,78,0,1,-1,prot
2l4t,B,8,65,A,961,63,0,0,-1,prot
2l5e,B,6,50,A,1050,42,0,1,-1,prot
2l6e,B,14,124,A,713,74,0,1,-1,prot
2l6j,B,5,42,A,878,36,0,0,-1,prot
2l75,B,11,89,A,432,74,1,1,-1,prot
2l7u,B,7,64,A,813,41,0,1,-1,prot
2l8j,B,18,127,A,1011,63,0,0,-1,prot
2laj,B,10,75,A,343,46,0,1,-1,prot
2las,B,13,114,A,636,57,0,0,-1,prot
2law,B,12,92,A,281,69,0,0,-1,prot
2lax,B,9,77,A,293,38,0,1,-1,prot
2lay,B,9,73,A,293,55,0,1,-1,prot
2laz,B,8,63,A,275,35,0,1,-1,prot
2lb0,B,10,80,A,275,55,0,1,-1,prot
2lb1,B,14,100,A,285,78,0,1,-1,prot
2lb2,B,12,93,A,295,75,0,1,-1,prot
2lb3,B,8,61,A,299,45,0,1,-1,prot
2lbm,C,15,112,A,1128,57,0,1,-1,prot
2lcs,B,16,115,A,533,66,0,0,-1,prot
2lct,B,13,115,A,868,70,0,1,-1,prot
2lgf,B,15,130,A,1153,104,0,0,-1,prot
2lgg,B,12,91,A,538,82,0,0,-1,prot
2lgk,B,12,94,A,538,39,0,1,-1,prot
2li9,A,18,135,B,135,58,0,1,-1,prot
2ll6,B,17,135,A,1166,92,0,0,-1,prot
2ll7,B,17,129,A,1166,97,0,0,-1,prot
2llo,B,19,154,A,621,95,0,0,-1,prot
2llp,A,16,103,B,105,73,0,0,-1,prot
2llq,B,19,153,A,540,85,0,0,-1,prot
2lnw,B,9,78,A,952,42,0,1,-1,prot
2lo6,B,14,111,A,1215,66,0,1,-1,prot
2lob,B,8,69,A,651,51,0,0,-1,prot
2loz,B,14,110,A,1125,80,0,0,-1,prot
2lp8,B,18,115,A,1517,74,0,1,-1,prot
2lpr,P,4,25,A,1388,25,1,1,2.25,prot
2lsi,B,17,153,A,801,67,0,0,-1,prot
2lsk,B,16,129,A,771,56,0,0,-1,prot
2lsp,A,13,116,B,1037,66,0,1,-1,prot
2lsr,B,16,134,A,672,59,0,0,-1,prot
2lsv,B,9,71,A,870,48,0,0,-1,prot
2lto,B,13,106,A,480,25,0,1,-1,prot
2ltv,B,12,99,A,296,64,0,0,-1,prot
2ltw,B,14,112,A,293,57,0,0,-1,prot
2ltx,B,15,125,A,288,75,0,0,-1,prot
2lty,B,15,125,A,281,69,0,0,-1,prot
2ltz,B,15,125,A,298,87,0,0,-1,prot
2lue,B,17,147,A,981,55,0,1,-1,prot
2lvm,B,14,121,A,982,77,0,1,-1,prot
2lxs,B,19,144,A,729,71,0,0,-1,prot
2lxt,B,19,143,A,728,73,0,0,-1,prot
2lyw,B,13,119,A,227,72,0,1,-1,prot
2m0o,B,11,87,A,615,50,0,1,-1,prot
2m0u,B,5,44,A,900,34,0,0,-1,prot
2m0v,B,5,44,A,987,33,0,0,-1,prot
2m3m,B,11,98,A,701,86,0,1,-1,prot
2m3o,P,11,74,W,351,38,0,0,-1,prot
2m41,A,15,124,B,949,101,0,0,-1,prot
2m5k,A,11,85,B,85,41,0,0,12.7,prot
2m5m,A,11,85,B,85,38,0,0,12.2,prot
2m5n,A,11,85,B,85,85,0,0,-1,prot
2m9p,B,5,51,A,1785,50,1,1,-1,prot
2m9q,B,5,51,A,1785,51,1,1,-1,prot
2mbz,B,12,57,A,1154,56,1,1,-1,prot
2mc0,B,13,69,A,1154,68,1,1,-1,prot
2mc1,B,13,111,A,868,79,0,1,-1,prot
2mc6,B,10,86,A,577,55,0,0,-1,prot
2mg5,B,16,119,A,1166,111,0,1,-1,prot
2mgt,A,18,143,B,143,12,0,1,-1,prot
2mha,E,8,68,A,2191,66,0,0,2.5,prot
2mho,B,9,68,A,745,53,0,0,-1,prot
2mip,E,7,54,G,54,54,50,1,2.2,prot
2mjv,A,12,91,B,1037,65,0,1,-1,prot
2mkp,I,17,128,C,698,67,0,0,-1,prot
2mkr,B,13,115,A,902,47,0,0,-1,prot
2mnz,B,10,80,A,425,49,0,0,-1,prot
2mow,B,12,99,A,1284,62,0,0,-1,prot
2mpa,P,9,102,H,1709,61,0,1,2.6,prot
2mpm,B,16,134,A,585,70,0,1,-1,prot
2mps,B,16,127,A,861,84,0,0,-1,prot
2mpt,B,14,114,A,271,58,0,1,-1,prot
2mrk,B,10,87,A,823,56,0,1,-1,prot
2ms4,B,9,68,A,1266,39,0,0,-1,prot
2mwo,B,15,118,A,982,64,0,1,-1,prot
2mwp,B,12,104,A,982,56,0,1,-1,prot
2mwy,B,15,127,A,710,66,0,0,-1,prot
2mz6,A,18,141,B,141,41,0,0,-1,prot
2n1g,B,16,122,A,766,70,0,0,-1,prot
2n1o,B,8,70,A,276,38,0,1,-1,prot
2n23,B,19,166,A,902,41,0,0,-1,prot
2n3a,A,16,129,B,649,34,0,0,-1,prot
2n3k,B,17,151,A,648,95,0,0,-1,prot
2n65,A,16,123,B,123,49,1,0,-1,prot
2n8t,B,14,110,A,312,55,0,1,-1,prot
2n9e,A,15,109,B,761,61,0,1,-1,prot
2n9x,B,17,146,A,995,78,0,0,-1,prot
2nbk,B,14,121,A,920,68,0,0,0,
2ncz,B,12,100,A,681,74,0,0,-1,prot
2nd0,B,19,148,A,681,84,0,0,-1,prot
2nd1,B,13,109,A,681,72,0,0,-1,prot
2ndf,B,13,96,A,1173,49,0,1,-1,prot
2ndg,B,13,98,A,1173,49,0,1,-1,prot
2nm1,B,17,149,A,3663,62,0,0,2.15,prot
2nmb,B,7,61,A,1159,38,0,1,-1,prot
2nna,C,13,95,B,1504,75,0,0,2.1,prot
2no3,F,10,84,A,2869,58,0,0,3.2,prot
2npa,B,15,130,A,2122,91,0,0,2.3,prot
2nph,S,4,33,A,759,30,0,0,1.65,prot
2nph,T,5,37,B,756,35,0,0,1.65,prot
2npm,X,6,43,A,1787,41,0,1,2.52,prot
2nqa,D,4,30,A,2479,30,0,1,2.2,prot
2ns8,H,13,102,B,1626,73,0,1,2.55,prot
2nv7,C,10,81,A,1797,52,0,0,2.1,prot
2nw3,C,11,83,A,2257,72,0,0,1.7,prot
2nwn,B,12,102,A,1898,77,0,0,2.15,prot
2nx5,C,11,86,A,2254,78,0,0,2.7,prot
2nxd,P,8,58,B,725,47,0,0,2,prot
2nxl,P,9,69,B,737,59,0,0,2,prot
2nxm,P,8,63,A,732,51,0,0,2.25,prot
2nyl,G,7,71,C,2367,52,1,1,3.8,prot
2nym,G,7,71,C,2367,53,1,1,3.6,prot
2nyq,B,1,14,A,2210,14,0,0,2.5,prot
2o02,P,14,95,A,1800,82,0,0,1.5,prot
2o1n,P,4,24,A,939,24,0,0,2.8,prot
2o4j,C,12,87,A,1910,59,0,0,1.74,prot
2o4r,C,11,83,A,1913,57,0,0,1.98,prot
2o88,C,11,75,A,451,54,0,1,1.75,prot
2o9i,C,15,131,A,2265,82,0,0,2.8,prot
2o9k,B,6,50,A,2357,45,0,1,1.9,prot
2o9q,C,14,105,A,1629,71,0,0,1.7,prot
2o9v,B,10,69,A,544,49,0,0,1.63,prot
2obh,C,17,140,A,1150,79,0,1,1.8,prot
2od2,B,7,55,A,2312,55,0,1,2,prot
2od7,B,8,60,A,2286,59,0,1,2,prot
2od9,B,7,55,A,2311,55,0,1,2.05,prot
2odd,B,13,92,A,391,64,0,0,-1,prot
2oei,B,9,64,A,290,42,0,0,1.35,prot
2oi3,B,14,99,A,670,73,0,1,-1,prot
2oi9,Q,9,75,A,1448,72,0,0,2.35,prot
2oj2,B,14,99,A,669,68,0,1,-1,prot
2oje,C,13,106,A,1483,86,0,0,3,prot
2ojx,E,7,50,A,1675,30,0,0,2.85,prot
2okz,A,6,38,B,38,14,0,0,1.8,prot
2ol3,P,8,74,H,2243,70,0,0,2.9,prot
2omp,A,6,55,B,55,44,0,0,1.9,prot
2omq,A,6,50,B,50,43,0,0,2,prot
2on9,A,6,53,B,53,9,0,0,1.51,prot
2ona,A,6,38,B,38,34,0,0,2.03,prot
2opz,E,4,31,A,888,30,0,0,3,prot
2oq1,B,19,174,A,2023,133,0,1,1.9,prot
2oq6,C,8,62,A,2789,62,0,1,2,prot
2oqs,B,6,55,A,681,51,0,0,-1,prot
2or9,P,11,92,H,1698,72,0,0,2.7,prot
2orz,B,3,28,A,2500,19,0,0,2.15,prot
2os2,C,11,76,A,2770,70,0,1,2.3,prot
2os6,B,8,64,A,656,41,0,0,-1,prot
2ot0,E,4,39,A,2719,37,0,0,2.05,prot
2ot7,C,8,60,A,2797,60,0,1,2.13,prot
2otu,P,11,95,A,875,49,0,0,1.68,prot
2otw,E,11,95,A,875,50,0,0,2.35,prot
2ovh,B,13,88,A,1955,60,0,0,2,prot
2ovq,C,12,90,B,3515,58,0,1,2.6,prot
2ovr,C,8,65,B,3495,34,0,1,2.5,prot
2ox0,C,8,61,A,2793,61,0,1,1.95,prot
2oyh,G,4,33,C,2393,29,0,0,2.4,prot
2oyi,G,4,30,C,2393,28,0,0,2.7,prot
2p0r,D,4,30,A,2551,30,0,1,2.5,prot
2p0w,P,15,105,A,2642,86,0,0,1.9,prot
2p15,C,11,95,A,1908,64,0,0,1.94,prot
2p1n,C,13,114,B,4495,76,0,0,2.5,prot
2p1o,C,13,114,B,4495,78,0,0,1.9,prot
2p1q,C,13,114,B,4472,74,0,0,1.91,prot
2p1t,B,10,86,A,1665,59,0,0,1.8,prot
2p1u,B,10,86,A,1665,62,0,0,2.2,prot
2p1v,B,10,86,A,1665,57,0,0,2.2,prot
2p2t,C,9,74,A,706,65,0,0,3,prot
2p54,B,12,97,A,2099,63,0,0,1.79,prot
2p5e,C,9,75,A,2253,60,0,0,1.89,prot
2p5w,C,9,75,A,2253,58,0,0,2.2,prot
2p6a,E,10,50,C,2034,18,0,0,3.4,prot
2p6b,E,14,97,A,2902,87,0,1,2.3,prot
2p8l,C,11,92,A,1644,47,1,0,2.44,prot
2p8m,C,9,78,A,1637,40,0,0,2.7,prot
2p8o,A,10,68,B,979,53,0,0,1.5,prot
2p8p,C,11,90,B,1665,49,0,1,2.7,prot
2pav,V,13,82,P,1046,47,0,0,1.8,prot
2pb8,P,4,30,A,944,30,0,0,2,prot
2pbk,C,7,51,B,1747,51,1,1,1.73,prot
2pc4,H,3,31,D,2678,30,0,0,2.4,prot
2pcu,B,5,45,A,2416,35,0,1,1.6,prot
2pdz,B,5,40,A,648,40,0,0,-1,prot
2peh,C,10,88,A,800,58,0,0,2.11,prot
2pem,R,7,55,B,883,34,0,0,2.95,prot
2phk,B,7,65,A,2243,59,0,0,2.6,prot
2pie,F,7,70,A,1053,61,0,1,1.35,prot
2pkl,B,4,36,A,2037,28,0,0,2.49,prot
2pks,D,10,90,B,1200,59,0,1,2.5,prot
2pku,B,5,40,A,640,36,0,0,-1,prot
2pl9,D,19,137,A,981,58,0,0,2.6,prot
2pld,B,12,103,A,862,73,0,1,-1,prot
2ple,B,12,103,A,862,71,0,1,-1,prot
2pmc,E,8,62,A,981,28,0,0,2.69,prot
2pnx,B,8,67,A,407,47,0,1,1.8,prot
2poy,T,11,85,A,1270,53,0,1,1.8,prot
2pq2,B,5,26,A,2032,26,0,0,1.82,prot
2pqw,B,9,80,A,2556,20,0,1,2,prot
2pr9,P,10,86,A,2029,56,0,0,2.51,prot
2psx,B,4,30,A,1763,29,1,1,2.3,prot
2psy,B,4,30,A,1763,29,1,1,2.3,prot
2puq,I,4,31,H,1917,31,3,1,2.05,prot
2pux,C,13,111,B,2109,65,0,0,2,prot
2puy,E,10,80,B,474,62,0,0,1.43,prot
2pv1,B,7,66,A,773,53,0,0,1.3,prot
2pv2,E,12,116,A,773,70,0,0,1.3,prot
2pv3,C,10,95,A,2217,53,0,0,3.39,prot
2pvc,D,7,54,B,2785,40,0,0,3.69,prot
2pvf,B,4,34,A,2284,28,0,0,1.8,prot
2pw1,C,8,71,B,1666,43,0,0,2.6,prot
2pw2,C,5,48,A,1644,29,0,0,2.55,prot
2pxy,P,11,85,D,1591,68,0,0,2.23,prot
2pye,C,9,75,A,2253,59,0,0,2.3,prot
2q0n,B,11,111,A,2268,87,0,1,1.75,prot
2q3c,B,4,34,A,2242,32,0,0,2.1,prot
2q3i,D,17,125,A,384,39,0,1,1.5,prot
2q3y,B,10,74,A,1991,62,0,0,2.4,prot
2q3z,X,7,46,A,5186,45,1,1,2,prot
2q5a,B,6,48,A,1156,40,0,1,1.5,prot
2q5y,B,3,24,A,1211,24,0,0,2.3,prot
2q6f,D,6,49,A,2259,49,1,1,2,prot
2q6g,C,11,84,A,2356,77,0,0,2.5,prot
2q6j,C,10,85,A,1925,55,0,0,2.7,prot
2q6w,C,11,85,B,1485,76,0,0,2.25,prot
2q7i,B,10,78,A,1948,51,0,0,1.87,prot
2q7j,B,13,97,A,1998,62,0,0,1.9,prot
2q7k,B,10,78,A,1951,50,0,0,1.8,prot
2q7l,B,13,97,A,1995,63,0,0,1.92,prot
2q8c,F,4,34,A,2793,33,0,1,2.05,prot
2q8d,F,4,26,A,2821,26,0,1,2.29,prot
2q8e,F,4,25,A,2787,25,0,1,2.05,prot
2q8y,B,9,85,A,1715,70,0,1,2,prot
2q9i,S,4,33,C,2343,30,0,0,2.8,prot
2q9i,M,5,49,B,2428,45,0,0,2.8,prot
2qa6,C,9,79,A,1906,53,0,0,2.6,prot
2qa8,C,10,89,A,1836,57,0,0,1.85,prot
2qa9,I,4,34,E,1309,34,1,0,1.18,prot
2qab,C,11,94,A,1884,61,0,0,1.89,prot
2qac,T,15,127,A,1154,91,0,1,1.7,prot
2qbw,B,8,66,A,1454,57,0,0,1.8,prot
2qfc,C,5,47,A,2384,46,0,0,2.6,prot
2qgt,C,10,85,A,1891,59,0,0,2.15,prot
2qgw,C,11,94,A,1884,58,0,0,2.39,prot
2qh6,C,10,89,A,1853,56,0,0,2.7,prot
2qhr,P,11,99,H,1683,72,0,0,2,prot
2qic,B,8,67,A,410,48,0,1,2.1,prot
2qki,G,15,113,A,4912,75,0,1,2.4,prot
2ql5,E,5,36,B,758,34,1,1,2.34,prot
2ql7,E,5,35,B,758,34,1,1,2.4,prot
2ql9,E,5,36,B,758,35,1,1,2.14,prot
2qlb,E,5,34,B,758,33,1,1,2.25,prot
2qlf,E,5,35,B,758,34,1,1,2.8,prot
2qlj,E,5,44,B,758,43,1,1,2.6,prot
2qll,B,4,36,A,6529,33,0,0,2.56,prot
2qn6,C,18,153,A,3044,85,0,0,2.15,prot
2qos,A,11,97,C,1340,77,0,0,1.81,prot
2qpy,B,10,89,A,2028,46,0,0,2.5,prot
2qqf,B,8,60,A,2286,56,0,1,2,prot
2qqg,B,7,55,A,2311,55,0,1,2.05,prot
2qr9,C,10,89,A,1885,56,0,0,2,prot
2qsc,P,15,125,H,1587,39,0,0,2.8,prot
2qse,C,10,89,A,1853,64,0,0,1.85,prot
2qt5,X,4,28,A,1467,28,0,0,2.3,prot
2qxm,C,11,95,A,1834,59,0,0,2.3,prot
2qyf,E,11,96,A,1589,75,0,0,2.3,prot
2qzo,C,9,72,A,1789,52,0,0,1.72,prot
2qzx,C,6,48,A,2623,47,0,1,2.5,prot
2r02,B,11,90,A,5486,49,0,0,2.6,prot
2r03,B,8,66,A,5486,38,0,0,2.59,prot
2r05,B,11,88,A,5486,49,0,0,2.55,prot
2r0w,Q,7,61,L,1701,47,0,0,2.5,prot
2r0y,B,1,12,A,2375,12,0,1,1.75,prot
2r0z,Q,6,55,L,1701,42,0,0,2.1,prot
2r2m,H,11,99,B,2018,62,0,0,2.1,prot
2r3y,D,4,45,A,2080,44,0,0,2.5,prot
2r5b,H,16,122,A,384,45,0,1,2,prot
2r5d,H,17,125,A,384,43,0,1,1.66,prot
2r7g,B,10,84,A,2760,76,0,0,1.67,prot
2r9b,C,8,69,A,2607,67,0,1,2.8,prot
2r9q,X,7,44,C,2493,39,0,0,2.2,prot
2r9q,Y,9,59,B,2607,55,0,0,2.2,prot
2rdl,I,6,31,A,1779,31,2,1,2.5,prot
2rfi,P,8,65,A,2109,61,0,1,1.59,prot
2rfx,C,9,68,A,2230,60,0,0,2.5,prot
2rhi,B,3,28,A,2621,17,0,1,1.66,prot
2ri7,P,6,50,A,1380,47,0,1,1.45,prot
2rl0,G,17,131,A,702,126,0,0,2,prot
2rln,S,16,122,E,801,73,0,1,1.85,prot
2rly,P,8,58,W,309,37,0,0,-1,prot
2rm0,P,9,66,W,309,30,0,0,-1,prot
2rma,B,11,85,A,1266,51,0,1,2.1,prot
2rmb,B,11,86,A,1266,50,0,1,2.1,prot
2rmc,B,11,85,A,1397,51,0,1,1.64,prot
2rmp,B,6,48,A,2665,46,0,1,2.7,prot
2rmx,B,15,120,A,888,59,0,1,-1,prot
2rnw,B,15,112,A,987,72,0,1,-1,prot
2rnx,B,13,105,A,987,75,0,1,-1,prot
2rny,B,15,126,A,1015,44,0,1,-1,prot
2rol,B,12,98,A,514,64,0,0,-1,prot
2ror,B,15,123,A,1091,53,0,1,-1,prot
2rpn,B,18,139,A,477,85,0,0,-1,prot
2rqg,A,19,149,B,626,78,0,0,-1,prot
2rqu,B,19,141,A,499,90,0,0,-1,prot
2rr4,B,10,83,A,534,61,0,1,-1,prot
2rs9,A,10,67,B,969,31,0,1,-1,prot
2rsn,B,18,142,A,630,62,0,1,-1,prot
2rt5,B,8,74,A,1296,71,0,1,-1,prot
2rui,B,5,34,A,1199,33,0,1,-1,prot
2rvn,B,18,141,A,703,49,0,1,-1,prot
2seb,E,12,77,B,1451,67,0,0,2.5,prot
2sem,C,8,56,A,481,44,0,1,2.2,prot
2uud,S,9,48,H,946,17,2,0,2.9,prot
2uue,E,5,40,B,2083,29,0,1,2.06,prot
2uuf,H,10,94,B,2036,56,0,1,1.26,prot
2uuj,H,10,94,B,2036,60,0,1,1.32,prot
2uuk,H,10,94,B,2036,57,0,1,1.39,prot
2uw9,C,10,79,A,2605,69,0,0,2.1,prot
2uwe,C,9,76,A,2245,70,0,0,2.4,prot
2uz6,K,17,115,B,1636,48,0,1,2.4,prot
2v17,A,6,44,L,1671,26,0,0,1.65,prot
2v1s,H,12,93,A,519,53,0,1,2.05,prot
2v1t,C,13,90,A,564,55,0,1,1.92,prot
2v2w,C,9,69,A,2220,60,0,0,1.6,prot
2v2x,C,9,68,A,2220,58,0,0,1.6,prot
2v3h,I,6,51,H,2026,43,0,1,1.79,prot
2v3o,I,6,51,H,2026,43,0,1,1.79,prot
2v5f,X,6,60,A,799,44,0,0,2.03,prot
2v5w,I,6,61,A,2830,49,0,1,2,prot
2v64,B,11,92,A,1700,75,0,0,2.9,prot
2v7d,P,8,53,A,1827,41,0,1,2.5,prot
2v83,D,9,77,A,575,58,0,1,2.4,prot
2v85,D,12,92,A,599,62,0,1,2,prot
2v87,D,10,69,A,626,57,0,1,1.8,prot
2v88,D,8,63,A,631,60,0,1,2,prot
2v8w,B,14,129,A,1504,79,0,0,2.3,prot
2v8x,B,14,129,A,1504,80,0,0,2.3,prot
2v8y,B,14,129,A,1504,79,0,0,2.1,prot
2vaa,P,8,68,A,2232,68,0,0,2.3,prot
2vab,P,9,68,A,2232,61,0,0,2.5,prot
2vdn,C,8,57,B,3521,28,0,1,2.9,prot
2vdo,C,12,84,A,3467,46,0,0,2.51,prot
2vdp,C,8,52,A,3467,29,0,0,2.8,prot
2vdq,C,7,54,A,3467,26,0,0,2.59,prot
2vdr,C,7,54,A,3467,25,0,0,2.4,prot
2ve6,C,9,75,A,2264,72,0,1,2.65,prot
2vgc,A,10,68,B,980,52,0,0,1.8,prot
2vif,P,9,81,A,1037,75,0,1,1.45,prot
2vj0,P,8,63,A,1949,41,0,0,1.6,prot
2vj0,Q,7,56,A,1949,38,0,0,1.6,prot
2vkn,C,9,66,A,539,45,0,1,2.05,prot
2vlj,C,9,68,A,2252,62,0,0,2.4,prot
2vlk,C,9,68,A,2252,62,0,0,2.5,prot
2vll,C,9,69,A,2220,63,0,0,1.6,prot
2vlr,C,9,68,A,2253,61,0,0,2.3,prot
2vnf,B,6,51,A,389,48,0,1,1.76,prot
2vpe,P,7,55,A,455,47,0,1,1.7,prot
2vpg,P,7,57,A,455,49,0,1,1.6,prot
2vr3,C,12,70,A,2269,70,0,0,1.95,prot
2vsl,B,4,33,A,784,31,0,1,2.1,prot
2vwf,B,14,115,A,455,70,0,0,1.58,prot
2vxc,C,4,37,A,1713,30,0,1,3.1,prot
2w0p,C,9,68,A,678,61,0,0,1.9,prot
2w0z,B,9,67,A,467,55,0,0,1.7,prot
2w2u,C,11,91,A,598,68,0,0,2.2,prot
2w3o,C,8,67,A,747,64,0,1,1.85,prot
2w44,A,17,135,B,235,73,0,0,2,prot
2w5z,C,8,68,A,1418,63,0,1,2.2,prot
2w65,E,9,62,A,1603,42,0,1,2.21,prot
2w73,K,17,137,A,1143,58,0,0,1.45,prot
2w85,B,12,107,A,448,49,0,0,-1,prot
2w97,E,13,120,A,1543,87,0,0,2.29,prot
2w9r,B,11,87,A,769,20,0,0,1.7,prot
2wa8,B,10,85,A,704,50,0,0,2.15,prot
